App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Is_Free,Rating_Category,Install_Category,Size_Category
3D Color Pixel by Number - Sandbox Art Coloring,ART_AND_DESIGN,0.8500000000000001,3.379079205148799e-5,0.03625377643504532,9.9999000099999e-5,Free,0,Everyone,Art & Design,"August 3, 2018",1.2.3,2.3 and up,Free,Excellent,Medium,Large
Learn To Draw Kawaii Characters,ART_AND_DESIGN,0.55,1.2028363683456502e-6,0.0017119838872104735,4.999000004999e-6,Free,0,Everyone,Art & Design,"June 6, 2018",NaN,4.2 and up,Free,Good,Medium,Small
Photo Designer - Write your name with shapes,ART_AND_DESIGN,0.925,8.0879608397464e-5,0.004531722054380665,4.99999000499999e-4,Free,0,Everyone,Art & Design,"July 31, 2018",3.1,4.1 and up,Free,Excellent,High,Small
350 Diy Room Decor Ideas,ART_AND_DESIGN,0.875,5.791434366108686e-7,0.016112789526686808,9.999000009999e-6,Free,0,Everyone,Art & Design,"November 7, 2017",1.0,2.3 and up,Free,Excellent,Medium,Medium
FlipaClip - Cartoon animation,ART_AND_DESIGN,0.825,0.004326090097745379,0.038267875125881166,0.004999999004999999,Free,0,Everyone,Art & Design,"August 3, 2018",2.2.5,4.0.3 and up,Free,Excellent,High,Large
ibis Paint X,ART_AND_DESIGN,0.8999999999999999,0.004998408803407912,0.030211480362537766,0.00999999901,Free,0,Everyone,Art & Design,"July 30, 2018",5.5.4,4.1 and up,Free,Excellent,High,Large
Logo Maker - Small Business,ART_AND_DESIGN,0.75,1.0001361655318463e-5,0.013091641490433032,9.9999000099999e-5,Free,0,Everyone,Art & Design,"April 20, 2018",4.0,4.1 and up,Free,Good,Medium,Medium
Boys Photo Editor - Six Pack & Men's Suit,ART_AND_DESIGN,0.7749999999999999,1.4545410157957586e-5,0.011077542799597181,9.9999000099999e-5,Free,0,Everyone,Art & Design,"March 20, 2018",1.1,4.0.3 and up,Free,Excellent,Medium,Medium
Superheroes Wallpapers | 4K Backgrounds,ART_AND_DESIGN,0.925,1.7147100673194104e-4,0.0032225579053373615,4.99999000499999e-4,Free,0,Everyone 10+,Art & Design,"July 12, 2018",2.2.6.2,4.0.3 and up,Free,Excellent,High,Small
HD Mickey Minnie Wallpapers,ART_AND_DESIGN,0.925,2.606145464748909e-6,0.022155085599194362,4.9999000049999e-5,Free,0,Everyone,Art & Design,"July 7, 2018",1.1.3,4.1 and up,Free,Excellent,Medium,Medium
Harley Quinn wallpapers HD,ART_AND_DESIGN,0.95,4.254476784333689e-6,0.005035246727089627,9.999000009999e-6,Free,0,Everyone,Art & Design,"April 25, 2018",1.5,3.0 and up,Free,Excellent,Medium,Small
Colorfit - Drawing & Coloring,ART_AND_DESIGN,0.925,4.5126411085767644e-4,0.02416918429003021,4.99999000499999e-4,Free,0,Everyone,Art & Design;Creativity,"October 11, 2017",1.0.8,4.0.3 and up,Free,Excellent,High,Medium
Animated Photo Editor,ART_AND_DESIGN,0.7749999999999999,4.4994990075152105e-6,0.0051359516616314195,9.9999000099999e-5,Free,0,Everyone,Art & Design,"March 21, 2018",1.03,4.0.3 and up,Free,Excellent,Medium,Small
Pencil Sketch Drawing,ART_AND_DESIGN,0.725,3.0070909208641257e-6,0.0036253776435045313,9.999000009999e-6,Free,0,Everyone,Art & Design,"July 12, 2018",6.0,2.3 and up,Free,Good,Medium,Small
Easy Realistic Drawing Tutorial,ART_AND_DESIGN,0.7749999999999999,4.94499395875434e-6,0.0032225579053373615,9.9999000099999e-5,Free,0,Everyone,Art & Design,"August 22, 2017",1.0,2.3 and up,Free,Excellent,Medium,Small
Pink Silver Bow Keyboard Theme,ART_AND_DESIGN,0.8,2.492544252182931e-5,0.008257804632426988,9.9999000099999e-5,Free,0,Everyone,Art & Design,"July 12, 2018",6.7.12.2018,4.0.3 and up,Free,Excellent,Medium,Small
Art Drawing Ideas,ART_AND_DESIGN,0.7749999999999999,5.034092949002166e-6,0.004229607250755287,4.9999000049999e-5,Free,0,Everyone,Art & Design,"May 31, 2018",1.2,2.3 and up,Free,Excellent,Medium,Small
Anime Manga Coloring Book,ART_AND_DESIGN,0.875,1.1213107922688895e-4,0.010070493454179255,9.9999000099999e-5,Free,0,Everyone,Art & Design,"July 19, 2018",2.20,4.0 and up,Free,Excellent,Medium,Medium
Easy Origami Ideas,ART_AND_DESIGN,0.8,2.258659402782388e-5,0.010070493454179255,9.9999000099999e-5,Free,0,Everyone,Art & Design,"January 6, 2018",1.1.0,4.1 and up,Free,Excellent,Medium,Medium
I Creative Idea,ART_AND_DESIGN,0.925,7.840711141808683e-6,0.0032225579053373615,9.999000009999e-6,Free,0,Teen,Art & Design,"April 27, 2018",1.6,4.1 and up,Free,Excellent,Medium,Small
How to draw Ladybug and Cat Noir,ART_AND_DESIGN,0.7,1.2540682877381502e-5,0.008257804632426988,9.9999000099999e-5,Free,0,Everyone,Art & Design,"July 11, 2018",2.1,4.1 and up,Free,Good,Medium,Small
UNICORN - Color By Number & Pixel Art Coloring,ART_AND_DESIGN,0.925,1.8140554414457363e-4,0.023162134944612285,4.99999000499999e-4,Free,0,Everyone,Art & Design;Creativity,"August 2, 2018",1.0.9,4.4 and up,Free,Excellent,High,Medium
PIP Camera - PIP Collage Maker,ART_AND_DESIGN,0.925,3.4971353672271683e-6,0.010070493454179255,9.999000009999e-6,Free,0,Everyone,Art & Design,"November 29, 2017",1.3,4.0.3 and up,Free,Excellent,Medium,Medium
How To Color Disney Princess - Coloring Pages,ART_AND_DESIGN,0.75,1.3142101061554327e-5,0.008459214501510574,4.99999000499999e-4,Free,0,Everyone,Art & Design,"March 31, 2018",1,4.0 and up,Free,Good,High,Small
Drawing Clothes Fashion Ideas,ART_AND_DESIGN,0.8,2.5838707171869524e-6,0.014098690835850957,9.999000009999e-6,Free,0,Everyone,Art & Design,"July 20, 2018",2.0.1,4.0.3 and up,Free,Excellent,Medium,Medium
Sad Poetry Photo Frames 2018,ART_AND_DESIGN,0.875,3.8980808233423855e-6,0.00906344410876133,9.9999000099999e-5,Free,0,Everyone,Art & Design,"April 2, 2018",1.0,4.0.3 and up,Free,Excellent,Medium,Small
Paint Splash!,ART_AND_DESIGN,0.7,4.9115818374114054e-5,2.0140986908358504e-4,9.9999000099999e-5,Free,0,Everyone,Art & Design;Creativity,"April 15, 2018",1.46,4.1 and up,Free,Good,Medium,Small
Popsicle Sticks and Similar DIY Craft Ideas,ART_AND_DESIGN,0.8,5.568686890489122e-7,0.011077542799597181,9.999000009999e-6,Free,0,Everyone,Art & Design,"January 3, 2018",1.0.0,4.1 and up,Free,Excellent,Medium,Medium
"Canva: Poster, banner, card maker & graphic design",ART_AND_DESIGN,0.925,0.0038876116919882658,0.023162134944612285,0.00999999901,Free,0,Everyone,Art & Design,"July 31, 2018",1.6.1,4.1 and up,Free,Excellent,High,Medium
Install images with music to make video without Net - 2018,ART_AND_DESIGN,0.8999999999999999,2.3811705143731484e-5,0.025176233635448138,9.9999000099999e-5,Free,0,Everyone,Art & Design,"November 14, 2017",1.6,4.1 and up,Free,Excellent,Medium,Medium
Little Teddy Bear Colouring Book Game,ART_AND_DESIGN,0.8,1.8710787952043448e-6,0.007049345417925478,9.9999000099999e-5,Free,0,Everyone,Art & Design,"December 17, 2017",2.0.0,4.1 and up,Free,Excellent,Medium,Small
How To Draw Food,ART_AND_DESIGN,0.825,1.8799886942291273e-5,0.006948640483383686,9.9999000099999e-5,Free,0,Everyone,Art & Design,"May 28, 2018",1.0,2.3 and up,Free,Excellent,Medium,Small
Monster Truck Stunt 3D 2019,AUTO_AND_VEHICLES,0.8,8.152557607676074e-6,0.02416918429003021,9.9999000099999e-5,Free,0,Everyone,Auto & Vehicles,"May 10, 2018",1.0,4.0.3 and up,Free,Excellent,Medium,Medium
Real Tractor Farming,AUTO_AND_VEHICLES,0.75,3.5572771856444507e-5,0.0553877139979859,9.99999000999999e-4,Free,0,Everyone,Auto & Vehicles,"July 26, 2018",11.0,4.1 and up,Free,Good,High,Large
Ultimate F1 Racing Championship,AUTO_AND_VEHICLES,0.7,6.3037535600336854e-6,0.05639476334340383,9.9999000099999e-5,Free,0,Everyone,Auto & Vehicles,"July 26, 2018",3.0,4.1 and up,Free,Good,Medium,Large
American Muscle Car Race,AUTO_AND_VEHICLES,0.725,2.8511676879304302e-6,0.03423967774420947,9.9999000099999e-5,Free,0,Everyone,Auto & Vehicles,"July 26, 2018",3.0,4.1 and up,Free,Good,Medium,Large
Offroad Oil Tanker Driver Transport Truck 2019,AUTO_AND_VEHICLES,0.825,1.205063843101846e-5,0.032225579053373615,9.9999000099999e-5,Free,0,Everyone,Auto & Vehicles,"July 31, 2018",4.0,4.1 and up,Free,Excellent,Medium,Large
Tickets SDA 2018 and Exam from the State Traffic Safety Inspectorate with Drom.ru,AUTO_AND_VEHICLES,0.9750000000000001,2.3339480495418008e-4,0.032225579053373615,9.9999000099999e-5,Free,0,Everyone,Auto & Vehicles,"July 18, 2018",1.7.1,4.0 and up,Free,Excellent,Medium,Large
Gas Prices (Germany only),AUTO_AND_VEHICLES,0.8500000000000001,1.7908897039813014e-5,0.004632426988922457,4.9999000049999e-5,Free,0,Everyone,Auto & Vehicles,"July 29, 2018",2.5.1,4.4 and up,Free,Excellent,Medium,Small
Extreme Rally Championship,AUTO_AND_VEHICLES,0.8,2.8511676879304302e-6,0.05337361530715005,9.9999000099999e-5,Free,0,Everyone,Auto & Vehicles,"July 26, 2018",3.0,4.1 and up,Free,Excellent,Medium,Large
Restart Navigator,AUTO_AND_VEHICLES,0.75,3.1229196081862995e-5,0.2014098690835851,9.9999000099999e-5,Free,0,Everyone,Auto & Vehicles,"August 26, 2014",1.0.1,2.2 and up,Free,Good,Medium,Large
"REG - Check the regnumber, find information about Swedish vehicles",AUTO_AND_VEHICLES,0.725,8.843074782096725e-5,0.0026183282980866062,9.9999000099999e-5,Free,0,Everyone,Auto & Vehicles,"July 30, 2018",2.493,4.4 and up,Free,Good,Medium,Small
CityBus Lviv,AUTO_AND_VEHICLES,0.8999999999999999,1.1872440450522807e-5,0.00473313192346425,9.999000009999e-6,Free,0,Everyone,Auto & Vehicles,"July 8, 2018",1.9.1,4.0.3 and up,Free,Excellent,Medium,Small
CDL Practice Test 2018 Edition,AUTO_AND_VEHICLES,0.9750000000000001,1.7314161279908776e-4,0.016112789526686808,9.9999000099999e-5,Free,0,Everyone,Auto & Vehicles,"July 3, 2018",1.7,4.2 and up,Free,Excellent,Medium,Medium
"ezETC (ETC balance inquiry, meter trial, real-time traffic)",AUTO_AND_VEHICLES,0.825,8.652625690441997e-4,0.007653575025176234,9.99999000999999e-4,Free,0,Everyone,Auto & Vehicles,"July 28, 2018",2.20 Build 02,4.1 and up,Free,Excellent,High,Small
Free VIN Report for Used Cars,AUTO_AND_VEHICLES,0.8999999999999999,5.4127636575554265e-5,0.0014098690835850957,9.9999000099999e-5,Free,0,Everyone,Auto & Vehicles,"June 12, 2018",1.37,4.0 and up,Free,Excellent,Medium,Small
DMV Permit Practice Test 2018 Edition,AUTO_AND_VEHICLES,0.9750000000000001,1.3563093790475305e-4,0.026183282980866064,9.9999000099999e-5,Free,0,Everyone,Auto & Vehicles,"July 3, 2018",1.7,4.2 and up,Free,Excellent,Medium,Medium
Check Vehicle Tax,AUTO_AND_VEHICLES,0.725,6.548775783215207e-6,0.0017119838872104735,9.999000009999e-6,Free,0,Everyone,Auto & Vehicles,"July 30, 2018",0.2.1,4.4 and up,Free,Good,Medium,Small
Used Cars Mexico,AUTO_AND_VEHICLES,0.75,4.209927289209776e-6,0.0015105740181268882,4.9999000049999e-5,Free,0,Everyone,Auto & Vehicles,"October 14, 2016",1.0,2.3 and up,Free,Good,Medium,Small
Used cars for sale - Trovit,AUTO_AND_VEHICLES,0.8,0.0011700702146820122,0.006042296072507553,0.004999999004999999,Free,0,Everyone,Auto & Vehicles,"July 16, 2018",4.47.3,4.0.3 and up,Free,Excellent,High,Small
"Fines of the State Traffic Safety Inspectorate are official: inspection, payment of fines",AUTO_AND_VEHICLES,0.95,0.0026058113435354796,0.03423967774420947,0.004999999004999999,Free,0,Everyone,Auto & Vehicles,"August 2, 2018",1.9.7,4.0.3 and up,Free,Excellent,High,Large
SK Enca Direct Malls - Used Cars Search,AUTO_AND_VEHICLES,0.65,3.069460214037604e-5,0.015105740181268883,4.99999000499999e-4,Free,0,Everyone,Auto & Vehicles,"August 2, 2018",2.2.21,4.2 and up,Free,Good,High,Medium
"Android Auto - Maps, Media, Messaging & Voice",AUTO_AND_VEHICLES,0.8,0.0060569270822996455,0.015105740181268883,0.00999999901,Free,0,Teen,Auto & Vehicles,"July 11, 2018",Varies with device,5.0 and up,Free,Excellent,High,Medium
Tickets SDA 2019 + Exam RF,AUTO_AND_VEHICLES,0.95,1.5636872788493453e-4,0.016112789526686808,4.99999000499999e-4,Free,0,Everyone,Auto & Vehicles,"July 27, 2018",1.79,4.0 and up,Free,Excellent,High,Medium
Super Cars Wallpapers And Backgrounds,AUTO_AND_VEHICLES,0.8999999999999999,4.365850522143471e-6,0.002416918429003021,4.9999000049999e-5,Free,0,Everyone,Auto & Vehicles,"June 14, 2018",1.3,4.0 and up,Free,Excellent,Medium,Small
"Police Lights, Sirens & Follow Me",AUTO_AND_VEHICLES,0.875,1.6394214205599973e-5,0.00795568982880161,9.9999000099999e-5,Free,0,Everyone,Auto & Vehicles,"June 8, 2018",2.3.5.1,4.1 and up,Free,Excellent,Medium,Small
Police Detector (Speed Camera Radar),AUTO_AND_VEHICLES,0.825,7.958767303887052e-5,0.002920443101711984,9.99999000999999e-4,Free,0,Everyone 10+,Auto & Vehicles,"July 4, 2018",1.6,4.0 and up,Free,Excellent,High,Small
Best Car Wallpapers,AUTO_AND_VEHICLES,0.875,2.211882432902279e-5,0.0019133937562940584,9.9999000099999e-5,Free,0,Everyone,Auto & Vehicles,"March 27, 2018",1.6,4.1 and up,Free,Excellent,Medium,Small
Tickets + PDA 2018 Exam,AUTO_AND_VEHICLES,0.9750000000000001,0.004391132360626292,0.03726082578046324,9.99999000999999e-4,Free,0,Everyone,Auto & Vehicles,"July 15, 2018",8.31,4.1 and up,Free,Excellent,High,Large
Pick Your Part Garage,AUTO_AND_VEHICLES,0.725,3.1407394062358646e-6,0.03121852970795569,4.9999000049999e-5,Free,0,Everyone,Auto & Vehicles,"July 24, 2018",1.1.5.0,6.0 and up,Free,Good,Medium,Large
PakWheels: Buy & Sell Cars,AUTO_AND_VEHICLES,0.8500000000000001,3.37841096272194e-4,0.03625377643504532,9.99999000999999e-4,Free,0,Everyone,Auto & Vehicles,"July 27, 2018",10.0.2,4.2 and up,Free,Excellent,High,Large
Supervision service,AUTO_AND_VEHICLES,0.75,4.797980624845427e-5,0.014098690835850957,4.99999000499999e-4,Free,0,Everyone,Auto & Vehicles,"July 30, 2018",1.10.3,5.0 and up,Free,Good,High,Medium
Speed Camera Detector - Traffic & Speed Alert,AUTO_AND_VEHICLES,0.825,3.051640415988039e-6,0.004431017119838872,9.9999000099999e-5,Free,0,Everyone,Auto & Vehicles,"July 23, 2018",1.0,4.0.3 and up,Free,Excellent,Medium,Small
Used car search Goo net whole car Go to net,AUTO_AND_VEHICLES,0.675,1.2057320855287046e-4,0.017119838872104734,9.99999000999999e-4,Free,0,Everyone,Auto & Vehicles,"July 23, 2018",3.20.1,4.4 and up,Free,Good,High,Medium
BEST CAR SOUNDS,AUTO_AND_VEHICLES,0.825,7.7293374039989e-6,0.03726082578046324,9.9999000099999e-5,Free,0,Everyone,Auto & Vehicles,"July 29, 2018",1.0.3,2.3 and up,Free,Excellent,Medium,Large
RST - Sale of cars on the PCT,AUTO_AND_VEHICLES,0.55,5.546412142927165e-6,1.0070493454179264e-4,9.9999000099999e-5,Free,0,Everyone,Auto & Vehicles,"April 27, 2018",1.4,4.0.3 and up,Free,Good,Medium,Small
SMS Park,AUTO_AND_VEHICLES,0.875,8.054548718403466e-5,0.006948640483383686,9.9999000099999e-5,Free,0,Everyone,Auto & Vehicles,"May 16, 2018",2.8.2,4.1 and up,Free,Excellent,Medium,Small
SKencar,AUTO_AND_VEHICLES,0.675,1.0703016203520091e-4,0.03423967774420947,9.99999000999999e-4,Free,0,Everyone,Auto & Vehicles,"July 31, 2018",4.0.3,4.0.3 and up,Free,Good,High,Large
auto fines,AUTO_AND_VEHICLES,0.8999999999999999,7.001398653674163e-4,0.016112789526686808,9.99999000999999e-4,Free,0,Everyone,Auto & Vehicles,"August 2, 2018",1.40,4.0.3 and up,Free,Excellent,High,Medium
"Used car is the first car - used car purchase, used car quotation, dealer information to",AUTO_AND_VEHICLES,0.8999999999999999,1.1351211357573025e-4,0.01812688821752266,9.99999000999999e-4,Free,0,Everyone,Auto & Vehicles,"July 23, 2018",1.5.18,4.0.3 and up,Free,Excellent,High,Medium
All of the parking lot - National Park application (parking lot search / parking sharing / discount payment),AUTO_AND_VEHICLES,0.75,3.904763247610972e-5,0.013091641490433032,4.99999000499999e-4,Free,0,Everyone,Auto & Vehicles,"June 2, 2018",2.3.4,4.0 and up,Free,Good,High,Medium
Inquiry Fines and Debits of Vehicles,AUTO_AND_VEHICLES,0.8500000000000001,5.967404871848143e-5,0.0012084592145015108,4.99999000499999e-4,Free,0,Everyone,Auto & Vehicles,"March 20, 2018",1.03,4.0.3 and up,Free,Excellent,High,Small
Gas Station,AUTO_AND_VEHICLES,0.75,2.8667600112237998e-5,0.003524672708962739,9.9999000099999e-5,Free,0,Everyone,Auto & Vehicles,"April 21, 2018",2.17,4.0 and up,Free,Good,Medium,Small
Hush - Beauty for Everyone,BEAUTY,0.925,4.209704541734156e-4,0.016112789526686808,4.99999000499999e-4,Free,0,Everyone,Beauty,"August 2, 2018",6.10.1,5.0 and up,Free,Excellent,High,Medium
"ipsy: Makeup, Beauty, and Tips",BEAUTY,0.9750000000000001,0.0011090374063622516,0.013091641490433032,9.99999000999999e-4,Free,0,Everyone,Beauty,"November 9, 2017",2.3.0,4.1 and up,Free,Excellent,High,Medium
Natural recipes for your beauty,BEAUTY,0.925,2.5593684948688002e-5,0.008862034239677744,9.9999000099999e-5,Free,0,Everyone,Beauty,"May 15, 2018",4.0,4.1 and up,Free,Excellent,Medium,Small
"BestCam Selfie-selfie, beauty camera, photo editor",BEAUTY,0.725,3.871351126268037e-5,0.02014098690835851,4.99999000499999e-4,Free,0,Everyone,Beauty,"July 12, 2018",1.0.6,4.0.3 and up,Free,Good,High,Medium
Beauty Selfie Camera,BEAUTY,0.8,4.9539038577791225e-5,0.0513595166163142,4.99999000499999e-4,Free,0,Everyone,Beauty,"February 28, 2018",1.6,4.1 and up,Free,Excellent,High,Large
Hairstyles step by step,BEAUTY,0.8999999999999999,9.729609735062593e-5,0.013091641490433032,9.9999000099999e-5,Free,0,Everyone,Beauty,"July 25, 2018",1.9,4.0.3 and up,Free,Excellent,Medium,Medium
Filters for Selfie,BEAUTY,0.825,1.9091686135352904e-4,0.02416918429003021,9.99999000999999e-4,Free,0,Everyone,Beauty,"May 10, 2018",1.1.0,4.0 and up,Free,Excellent,High,Medium
Tie - Always be happy,BEAUTY,0.925,2.1450581902164098e-5,0.008056394763343404,4.9999000049999e-5,Free,0,Everyone,Beauty,"June 21, 2018",4.0,4.2 and up,Free,Excellent,Medium,Small
Prom MakeUp Tutorial,BEAUTY,0.95,2.294298998881518e-6,0.011077542799597181,9.999000009999e-6,Free,0,Everyone,Beauty,"June 26, 2018",1.3,4.0.3 and up,Free,Excellent,Medium,Medium
Sweet Selfie Beauty Camera,BEAUTY,0.825,1.3364848537173891e-5,0.03423967774420947,9.9999000099999e-5,Free,0,Everyone,Beauty,"June 2, 2018",2.0.0,4.0 and up,Free,Excellent,Medium,Large
Colors of white in Urdu,BEAUTY,0.875,7.79616164668477e-7,0.005740181268882176,9.999000009999e-6,Free,0,Everyone,Beauty,"July 26, 2018",6.0,4.0 and up,Free,Excellent,Medium,Small
Selfie Camera Photo Editor & Filter & Sticker,BEAUTY,0.7749999999999999,4.143103046523906e-6,0.02920443101711984,4.9999000049999e-5,Free,0,Teen,Beauty,"July 24, 2018",3.0.1,4.0.3 and up,Free,Excellent,Medium,Medium
Eyes Makeup Beauty Tips,BEAUTY,0.8,6.459676792967381e-7,0.0019133937562940584,9.999000009999e-6,Free,0,Everyone,Beauty,"April 9, 2018",3.3.9,4.0.3 and up,Free,Excellent,Medium,Small
Photo Editor 2018,BEAUTY,0.875,2.9625414257402126e-6,0.016112789526686808,9.999000009999e-6,Free,0,Everyone,Beauty,"March 1, 2018",1.20,4.0.3 and up,Free,Excellent,Medium,Medium
Step By Step Eyes Makeup Tutorial,BEAUTY,0.8500000000000001,1.6260565720228235e-6,0.0019133937562940584,9.999000009999e-6,Free,0,Everyone,Beauty,"April 5, 2018",2.3.09,4.0.3 and up,Free,Excellent,Medium,Small
Mirror Camera (Mirror + Selfie Camera),BEAUTY,0.7749999999999999,2.074669987920627e-4,0.0016112789526686808,9.99999000999999e-4,Free,0,Everyone,Beauty,"November 21, 2017",1.4.2,4.0 and up,Free,Excellent,High,Small
Beauty Tips - Beauty Tips in Sinhala,BEAUTY,0.8500000000000001,1.64833131958478e-6,0.0032225579053373615,4.9999000049999e-5,Free,0,Everyone,Beauty,"October 18, 2017",1.0.0,4.0.3 and up,Free,Excellent,Medium,Small
Haircut Tutorials/Haircut Videos,BEAUTY,0.8999999999999999,8.2416565979239e-7,0.006143001007049345,9.999000009999e-6,Free,0,Everyone,Beauty,"May 29, 2018",1.0,4.0 and up,Free,Excellent,Medium,Small
"Sephora: Skin Care, Beauty Makeup & Fragrance Shop",BEAUTY,0.875,5.976983013299784e-4,0.05639476334340383,9.99999000999999e-4,Free,0,Everyone,Beauty,"July 24, 2018",18.5,5.0 and up,Free,Excellent,High,Large
"Sticker Camera - Selfie Filters, Beauty Camera",BEAUTY,0.725,5.069732545101296e-5,0.021148036253776436,4.99999000499999e-4,Free,0,Everyone,Beauty,"July 12, 2018",1.1.0,4.0.3 and up,Free,Good,High,Medium
Filters for B Live,BEAUTY,0.8500000000000001,5.076414969369883e-5,0.023162134944612285,4.99999000499999e-4,Free,0,Everyone,Beauty,"May 14, 2018",1.1.0,4.0 and up,Free,Excellent,High,Medium
Facial Wrinkle Reduction,BEAUTY,0.8999999999999999,4.076278803838037e-6,0.02014098690835851,9.999000009999e-6,Free,0,Everyone,Beauty,"July 2, 2018",1.5,4.1 and up,Free,Excellent,Medium,Medium
Makeup Videos,BEAUTY,0.7,1.781979804956519e-7,0.002416918429003021,4.999000004999e-6,Free,0,Everyone,Beauty,"June 7, 2018",1.0,4.0 and up,Free,Good,Medium,Small
Discover Color,BEAUTY,0.75,8.085733364990205e-6,0.005438066465256798,9.9999000099999e-5,Free,0,Everyone,Beauty,"May 24, 2018",1.1,4.0.3 and up,Free,Good,Medium,Small
Eyeliner step by step 2018,BEAUTY,0.825,3.786707085532603e-7,0.002215508559919436,4.999000004999e-6,Free,0,Everyone,Beauty,"June 1, 2018",1.2.13,4.0.3 and up,Free,Excellent,Medium,Small
Dresses Ideas & Fashions +3000,BEAUTY,0.875,1.0513680849243462e-5,0.007250755287009063,9.9999000099999e-5,Free,0,Mature 17+,Beauty,"March 1, 2017",1.0.2.0,1.6 and up,Free,Excellent,Medium,Small
Step By Step Hairstyles For Women,BEAUTY,0.7749999999999999,1.4478585915271717e-6,0.0019133937562940584,9.999000009999e-6,Free,0,Everyone,Beauty,"April 5, 2018",3.1.89,4.0.3 and up,Free,Excellent,Medium,Small
Rainbow Camera,BEAUTY,0.675,8.62032730647716e-5,0.022155085599194362,9.99999000999999e-4,Free,0,Everyone,Beauty,"July 30, 2018",2.2.0,4.0 and up,Free,Good,High,Medium
Methods of teeth whitening,BEAUTY,0.925,5.7023353758608605e-6,0.0036253776435045313,4.9999000049999e-5,Free,0,Everyone,Beauty,"August 7, 2017",1.0,4.0.3 and up,Free,Excellent,Medium,Small
Girls hairstyles 2018,BEAUTY,0.8,1.3587596012793456e-06,0.0021148036253776435,9.999000009999e-6,Free,0,Everyone,Beauty,"May 28, 2018",1.9.2,4.0.3 and up,Free,Excellent,Medium,Small
